attendance_id,member_id,check_in,check_out
5323,527,2024-02-10 06:00:00,2024-02-10 07:00:00
5324,527,2024-02-19 07:00:00,2024-02-19 09:00:00
5325,527,2024-01-12 09:00:00,2024-01-12 10:00:00
5326,527,2024-01-05 06:00:00,2024-01-05 07:00:00
5327,527,2024-02-04 09:00:00,2024-02-04 10:00:00
5328,527,2024-02-21 06:00:00,2024-02-21 08:00:00
5329,528,2024-01-10 08:00:00,2024-01-10 09:00:00
5330,528,2024-01-05 08:00:00,2024-01-05 10:00:00
5331,528,2024-01-11 07:00:00,2024-01-11 08:00:00
5332,528,2024-01-08 07:00:00,2024-01-08 09:00:00
5333,528,2024-02-27 06:00:00,2024-02-27 08:00:00
5334,528,2024-02-07 08:00:00,2024-02-07 09:00:00
5335,528,2024-01-30 06:00:00,2024-01-30 08:00:00
5336,528,2024-02-08 09:00:00,2024-02-08 10:00:00
5337,528,2024-01-08 07:00:00,2024-01-08 08:00:00
5338,528,2024-02-12 08:00:00,2024-02-12 09:00:00
5339,529,2024-02-07 06:00:00,2024-02-07 08:00:00
5340,529,2024-01-31 09:00:00,2024-01-31 10:00:00
5341,529,2024-02-10 06:00:00,2024-02-10 07:00:00
5342,529,2024-02-22 09:00:00,2024-02-22 11:00:00
5343,529,2024-02-20 08:00:00,2024-02-20 09:00:00
5344,529,2024-01-12 07:00:00,2024-01-12 08:00:00
5345,530,2024-01-15 09:00:00,2024-01-15 10:00:00
5346,530,2024-01-09 06:00:00,2024-01-09 08:00:00
5347,530,2024-01-19 08:00:00,2024-01-19 10:00:00
5348,530,2024-02-06 09:00:00,2024-02-06 10:00:00
5349,530,2024-02-14 08:00:00,2024-02-14 10:00:00
5350,530,2024-01-23 08:00:00,2024-01-23 10:00:00
5351,530,2024-01-20 06:00:00,2024-01-20 08:00:00
5352,531,2024-02-28 06:00:00,2024-02-28 07:00:00
5353,531,2024-01-23 06:00:00,2024-01-23 07:00:00
5354,531,2024-01-31 06:00:00,2024-01-31 07:00:00
5355,531,2024-02-26 06:00:00,2024-02-26 07:00:00
5356,531,2024-01-12 06:00:00,2024-01-12 08:00:00
5357,531,2024-01-12 09:00:00,2024-01-12 11:00:00
5358,531,2024-02-27 07:00:00,2024-02-27 08:00:00
5359,531,2024-02-06 06:00:00,2024-02-06 07:00:00
5360,531,2024-02-22 07:00:00,2024-02-22 08:00:00
5361,531,2024-01-12 07:00:00,2024-01-12 09:00:00
5362,531,2024-02-25 09:00:00,2024-02-25 10:00:00
5363,531,2024-01-17 06:00:00,2024-01-17 08:00:00
5364,532,2024-02-06 09:00:00,2024-02-06 10:00:00
5365,532,2024-02-20 08:00:00,2024-02-20 10:00:00
5366,532,2024-02-23 06:00:00,2024-02-23 08:00:00
5367,532,2024-02-18 08:00:00,2024-02-18 10:00:00
5368,532,2024-02-07 06:00:00,2024-02-07 07:00:00
5369,532,2024-02-21 06:00:00,2024-02-21 07:00:00
5370,532,2024-01-24 09:00:00,2024-01-24 11:00:00
5371,532,2024-02-20 08:00:00,2024-02-20 09:00:00
5372,532,2024-01-19 09:00:00,2024-01-19 11:00:00
5373,532,2024-01-06 08:00:00,2024-01-06 10:00:00
5374,532,2024-01-24 09:00:00,2024-01-24 10:00:00
5375,532,2024-01-16 08:00:00,2024-01-16 09:00:00
5376,532,2024-02-18 08:00:00,2024-02-18 09:00:00
5377,532,2024-01-09 07:00:00,2024-01-09 08:00:00
5378,533,2024-02-02 08:00:00,2024-02-02 10:00:00
5379,533,2024-02-04 08:00:00,2024-02-04 09:00:00
5380,533,2024-02-26 09:00:00,2024-02-26 10:00:00
5381,533,2024-01-29 07:00:00,2024-01-29 08:00:00
5382,533,2024-02-21 09:00:00,2024-02-21 11:00:00
5383,533,2024-01-28 09:00:00,2024-01-28 10:00:00
5384,533,2024-02-28 08:00:00,2024-02-28 09:00:00
5385,533,2024-02-14 08:00:00,2024-02-14 10:00:00
5386,533,2024-02-29 09:00:00,2024-02-29 10:00:00
5387,533,2024-01-16 08:00:00,2024-01-16 09:00:00
5388,533,2024-02-22 07:00:00,2024-02-22 09:00:00
5389,533,2024-01-09 08:00:00,2024-01-09 10:00:00
5390,533,2024-02-08 09:00:00,2024-02-08 10:00:00
5391,534,2024-01-29 07:00:00,2024-01-29 08:00:00
5392,534,2024-01-28 06:00:00,2024-01-28 07:00:00
5393,534,2024-01-14 09:00:00,2024-01-14 10:00:00
5394,534,2024-02-17 09:00:00,2024-02-17 10:00:00
5395,534,2024-01-16 06:00:00,2024-01-16 07:00:00
5396,534,2024-02-05 07:00:00,2024-02-05 08:00:00
5397,534,2024-02-27 08:00:00,2024-02-27 10:00:00
5398,534,2024-01-13 08:00:00,2024-01-13 10:00:00
5399,534,2024-02-10 08:00:00,2024-02-10 10:00:00
5400,534,2024-02-22 06:00:00,2024-02-22 07:00:00
5401,534,2024-01-05 07:00:00,2024-01-05 09:00:00
5402,534,2024-01-05 09:00:00,2024-01-05 11:00:00
5403,535,2024-01-09 06:00:00,2024-01-09 08:00:00
5404,535,2024-02-16 09:00:00,2024-02-16 10:00:00
5405,535,2024-02-02 06:00:00,2024-02-02 08:00:00
5406,535,2024-02-02 09:00:00,2024-02-02 10:00:00
5407,535,2024-01-28 09:00:00,2024-01-28 10:00:00
5408,535,2024-01-30 09:00:00,2024-01-30 10:00:00
5409,535,2024-02-28 08:00:00,2024-02-28 10:00:00
5410,536,2024-01-19 07:00:00,2024-01-19 09:00:00
5411,536,2024-01-26 07:00:00,2024-01-26 08:00:00
5412,536,2024-01-26 09:00:00,2024-01-26 10:00:00
5413,536,2024-02-02 09:00:00,2024-02-02 10:00:00
5414,536,2024-02-15 09:00:00,2024-02-15 11:00:00
5415,536,2024-02-28 07:00:00,2024-02-28 09:00:00
5416,536,2024-02-09 09:00:00,2024-02-09 11:00:00
5417,536,2024-01-25 09:00:00,2024-01-25 10:00:00
5418,536,2024-01-10 06:00:00,2024-01-10 08:00:00
5419,536,2024-01-27 08:00:00,2024-01-27 10:00:00
5420,536,2024-03-01 07:00:00,2024-03-01 09:00:00
5421,536,2024-01-10 07:00:00,2024-01-10 08:00:00
5422,537,2024-02-02 09:00:00,2024-02-02 11:00:00
5423,537,2024-02-17 09:00:00,2024-02-17 11:00:00
5424,537,2024-02-01 08:00:00,2024-02-01 10:00:00
5425,537,2024-01-25 06:00:00,2024-01-25 08:00:00
5426,537,2024-01-13 09:00:00,2024-01-13 11:00:00
5427,537,2024-01-14 08:00:00,2024-01-14 09:00:00
5428,537,2024-02-13 08:00:00,2024-02-13 10:00:00
5429,537,2024-01-18 09:00:00,2024-01-18 10:00:00
5430,537,2024-01-11 09:00:00,2024-01-11 11:00:00
5431,537,2024-02-02 06:00:00,2024-02-02 08:00:00
5432,538,2024-01-15 09:00:00,2024-01-15 11:00:00
5433,538,2024-02-04 06:00:00,2024-02-04 07:00:00
5434,538,2024-01-05 06:00:00,2024-01-05 08:00:00
5435,538,2024-01-15 08:00:00,2024-01-15 10:00:00
5436,538,2024-02-17 07:00:00,2024-02-17 08:00:00
5437,538,2024-02-25 09:00:00,2024-02-25 10:00:00
5438,538,2024-02-12 06:00:00,2024-02-12 08:00:00
5439,539,2024-02-17 06:00:00,2024-02-17 07:00:00
5440,539,2024-02-24 07:00:00,2024-02-24 09:00:00
5441,539,2024-01-27 06:00:00,2024-01-27 07:00:00
5442,539,2024-01-09 08:00:00,2024-01-09 10:00:00
5443,539,2024-02-19 07:00:00,2024-02-19 09:00:00
5444,539,2024-02-23 06:00:00,2024-02-23 08:00:00
5445,539,2024-02-27 06:00:00,2024-02-27 07:00:00
5446,539,2024-02-03 08:00:00,2024-02-03 10:00:00
5447,539,2024-02-14 09:00:00,2024-02-14 10:00:00
5448,539,2024-02-27 06:00:00,2024-02-27 08:00:00
5449,539,2024-01-06 09:00:00,2024-01-06 10:00:00
5450,539,2024-02-03 06:00:00,2024-02-03 08:00:00
5451,539,2024-02-18 06:00:00,2024-02-18 07:00:00
5452,540,2024-01-13 07:00:00,2024-01-13 09:00:00
5453,540,2024-02-01 07:00:00,2024-02-01 08:00:00
5454,540,2024-01-13 09:00:00,2024-01-13 10:00:00
5455,540,2024-01-21 06:00:00,2024-01-21 08:00:00
5456,540,2024-02-17 09:00:00,2024-02-17 11:00:00
5457,540,2024-02-15 07:00:00,2024-02-15 08:00:00
5458,540,2024-02-23 09:00:00,2024-02-23 11:00:00
5459,540,2024-01-24 06:00:00,2024-01-24 08:00:00
5460,540,2024-01-12 07:00:00,2024-01-12 08:00:00
5461,540,2024-02-27 09:00:00,2024-02-27 11:00:00
5462,540,2024-01-12 09:00:00,2024-01-12 10:00:00
5463,540,2024-01-04 06:00:00,2024-01-04 07:00:00
5464,540,2024-01-19 08:00:00,2024-01-19 10:00:00
5465,540,2024-02-21 07:00:00,2024-02-21 08:00:00
5466,541,2024-01-09 07:00:00,2024-01-09 08:00:00
5467,541,2024-02-03 07:00:00,2024-02-03 08:00:00
5468,541,2024-01-13 06:00:00,2024-01-13 07:00:00
5469,541,2024-01-25 09:00:00,2024-01-25 10:00:00
5470,541,2024-02-13 08:00:00,2024-02-13 10:00:00
5471,541,2024-01-01 08:00:00,2024-01-01 10:00:00
5472,542,2024-02-06 09:00:00,2024-02-06 11:00:00
5473,542,2024-01-19 07:00:00,2024-01-19 08:00:00
5474,542,2024-01-31 07:00:00,2024-01-31 09:00:00
5475,542,2024-02-08 08:00:00,2024-02-08 09:00:00
5476,542,2024-01-01 06:00:00,2024-01-01 08:00:00
5477,542,2024-01-06 08:00:00,2024-01-06 09:00:00
5478,542,2024-01-16 07:00:00,2024-01-16 08:00:00
5479,542,2024-02-27 06:00:00,2024-02-27 07:00:00
5480,542,2024-02-12 07:00:00,2024-02-12 09:00:00
5481,542,2024-02-03 09:00:00,2024-02-03 11:00:00
5482,542,2024-01-12 08:00:00,2024-01-12 10:00:00
5483,542,2024-01-10 07:00:00,2024-01-10 08:00:00
5484,542,2024-01-26 06:00:00,2024-01-26 07:00:00
5485,543,2024-01-03 07:00:00,2024-01-03 09:00:00
5486,543,2024-02-28 09:00:00,2024-02-28 11:00:00
5487,543,2024-01-31 09:00:00,2024-01-31 10:00:00
5488,543,2024-02-15 08:00:00,2024-02-15 10:00:00
5489,543,2024-01-12 09:00:00,2024-01-12 11:00:00
5490,543,2024-01-11 08:00:00,2024-01-11 09:00:00
5491,543,2024-01-04 07:00:00,2024-01-04 08:00:00
5492,543,2024-01-18 07:00:00,2024-01-18 09:00:00
5493,543,2024-02-07 06:00:00,2024-02-07 08:00:00
5494,543,2024-02-18 09:00:00,2024-02-18 11:00:00
5495,543,2024-01-01 07:00:00,2024-01-01 09:00:00
5496,543,2024-02-06 06:00:00,2024-02-06 07:00:00
5497,543,2024-02-14 08:00:00,2024-02-14 09:00:00
5498,543,2024-01-30 08:00:00,2024-01-30 10:00:00
5499,543,2024-02-28 08:00:00,2024-02-28 10:00:00
5500,544,2024-01-13 08:00:00,2024-01-13 09:00:00
5501,544,2024-02-17 08:00:00,2024-02-17 10:00:00
5502,544,2024-01-07 07:00:00,2024-01-07 08:00:00
5503,544,2024-02-14 08:00:00,2024-02-14 10:00:00
5504,544,2024-02-16 09:00:00,2024-02-16 10:00:00
5505,544,2024-01-31 08:00:00,2024-01-31 10:00:00
5506,544,2024-02-01 06:00:00,2024-02-01 08:00:00
5507,544,2024-02-17 06:00:00,2024-02-17 07:00:00
5508,544,2024-01-22 09:00:00,2024-01-22 11:00:00
5509,544,2024-01-25 09:00:00,2024-01-25 11:00:00
5510,544,2024-02-11 07:00:00,2024-02-11 08:00:00
5511,544,2024-02-14 06:00:00,2024-02-14 07:00:00
5512,545,2024-01-14 09:00:00,2024-01-14 10:00:00
5513,545,2024-02-05 06:00:00,2024-02-05 07:00:00
5514,545,2024-01-22 08:00:00,2024-01-22 09:00:00
5515,545,2024-01-17 06:00:00,2024-01-17 08:00:00
5516,545,2024-01-21 08:00:00,2024-01-21 10:00:00
5517,545,2024-02-22 09:00:00,2024-02-22 11:00:00
5518,545,2024-01-14 06:00:00,2024-01-14 08:00:00
5519,545,2024-02-23 06:00:00,2024-02-23 07:00:00
5520,545,2024-01-12 08:00:00,2024-01-12 09:00:00
5521,545,2024-01-10 06:00:00,2024-01-10 07:00:00
5522,545,2024-01-16 09:00:00,2024-01-16 10:00:00
5523,545,2024-02-05 09:00:00,2024-02-05 10:00:00
5524,545,2024-02-03 09:00:00,2024-02-03 11:00:00
5525,545,2024-01-18 07:00:00,2024-01-18 08:00:00
5526,546,2024-01-18 09:00:00,2024-01-18 10:00:00
5527,546,2024-02-14 09:00:00,2024-02-14 11:00:00
5528,546,2024-01-28 06:00:00,2024-01-28 07:00:00
5529,546,2024-01-13 08:00:00,2024-01-13 10:00:00
5530,546,2024-02-25 08:00:00,2024-02-25 09:00:00
5531,546,2024-02-11 09:00:00,2024-02-11 11:00:00
5532,546,2024-01-02 08:00:00,2024-01-02 10:00:00
5533,546,2024-01-29 06:00:00,2024-01-29 07:00:00
5534,546,2024-01-24 07:00:00,2024-01-24 08:00:00
5535,546,2024-01-16 08:00:00,2024-01-16 10:00:00
5536,546,2024-02-25 08:00:00,2024-02-25 10:00:00
5537,546,2024-01-25 09:00:00,2024-01-25 10:00:00
5538,546,2024-02-10 08:00:00,2024-02-10 09:00:00
5539,546,2024-01-14 06:00:00,2024-01-14 07:00:00
5540,546,2024-02-25 06:00:00,2024-02-25 08:00:00
5541,547,2024-02-26 09:00:00,2024-02-26 10:00:00
5542,547,2024-02-14 06:00:00,2024-02-14 07:00:00
5543,547,2024-02-20 06:00:00,2024-02-20 08:00:00
5544,547,2024-02-17 07:00:00,2024-02-17 08:00:00
5545,547,2024-01-20 06:00:00,2024-01-20 08:00:00
5546,547,2024-02-22 06:00:00,2024-02-22 07:00:00
5547,547,2024-02-03 08:00:00,2024-02-03 10:00:00
5548,547,2024-01-24 08:00:00,2024-01-24 09:00:00
5549,547,2024-02-01 07:00:00,2024-02-01 08:00:00
5550,547,2024-01-14 07:00:00,2024-01-14 09:00:00
5551,547,2024-01-27 06:00:00,2024-01-27 07:00:00
5552,548,2024-02-16 07:00:00,2024-02-16 09:00:00
5553,548,2024-01-08 06:00:00,2024-01-08 08:00:00
5554,548,2024-02-06 07:00:00,2024-02-06 08:00:00
5555,548,2024-03-01 09:00:00,2024-03-01 11:00:00
5556,548,2024-01-24 07:00:00,2024-01-24 08:00:00
5557,548,2024-01-22 09:00:00,2024-01-22 10:00:00
5558,548,2024-02-03 08:00:00,2024-02-03 10:00:00
5559,548,2024-02-29 06:00:00,2024-02-29 08:00:00
5560,548,2024-02-17 08:00:00,2024-02-17 10:00:00
5561,548,2024-02-10 09:00:00,2024-02-10 10:00:00
5562,548,2024-02-13 06:00:00,2024-02-13 07:00:00
5563,548,2024-02-20 08:00:00,2024-02-20 09:00:00
5564,548,2024-02-26 09:00:00,2024-02-26 11:00:00
5565,549,2024-02-12 06:00:00,2024-02-12 07:00:00
5566,549,2024-02-19 06:00:00,2024-02-19 08:00:00
5567,549,2024-02-05 07:00:00,2024-02-05 09:00:00
5568,549,2024-02-20 09:00:00,2024-02-20 10:00:00
5569,549,2024-02-03 07:00:00,2024-02-03 08:00:00
5570,549,2024-02-02 08:00:00,2024-02-02 09:00:00
5571,549,2024-02-21 09:00:00,2024-02-21 10:00:00
5572,549,2024-02-17 08:00:00,2024-02-17 10:00:00
5573,549,2024-01-25 06:00:00,2024-01-25 08:00:00
5574,549,2024-01-23 09:00:00,2024-01-23 11:00:00
5575,549,2024-02-07 07:00:00,2024-02-07 08:00:00
5576,549,2024-01-19 06:00:00,2024-01-19 08:00:00
5577,549,2024-01-26 09:00:00,2024-01-26 11:00:00
5578,549,2024-02-04 06:00:00,2024-02-04 07:00:00
5579,549,2024-02-22 06:00:00,2024-02-22 08:00:00
5580,550,2024-02-24 06:00:00,2024-02-24 07:00:00
5581,550,2024-02-04 09:00:00,2024-02-04 11:00:00
5582,550,2024-02-09 08:00:00,2024-02-09 10:00:00
5583,550,2024-01-31 06:00:00,2024-01-31 07:00:00
5584,550,2024-02-28 09:00:00,2024-02-28 11:00:00
5585,550,2024-01-17 08:00:00,2024-01-17 10:00:00
5586,550,2024-02-07 07:00:00,2024-02-07 08:00:00
5587,551,2024-02-20 09:00:00,2024-02-20 11:00:00
5588,551,2024-02-29 09:00:00,2024-02-29 11:00:00
5589,551,2024-02-10 09:00:00,2024-02-10 10:00:00
5590,551,2024-02-21 07:00:00,2024-02-21 09:00:00
5591,551,2024-01-17 08:00:00,2024-01-17 09:00:00
5592,551,2024-02-10 07:00:00,2024-02-10 08:00:00
5593,551,2024-01-02 07:00:00,2024-01-02 09:00:00
5594,551,2024-01-18 06:00:00,2024-01-18 08:00:00
5595,551,2024-01-26 09:00:00,2024-01-26 10:00:00
5596,551,2024-02-08 07:00:00,2024-02-08 09:00:00
5597,552,2024-02-07 07:00:00,2024-02-07 08:00:00
5598,552,2024-02-15 08:00:00,2024-02-15 10:00:00
5599,552,2024-01-09 09:00:00,2024-01-09 11:00:00
5600,552,2024-02-04 09:00:00,2024-02-04 10:00:00
5601,552,2024-01-01 09:00:00,2024-01-01 10:00:00
5602,552,2024-01-23 06:00:00,2024-01-23 07:00:00
5603,552,2024-01-11 09:00:00,2024-01-11 11:00:00
5604,552,2024-02-01 09:00:00,2024-02-01 10:00:00
5605,553,2024-01-16 08:00:00,2024-01-16 10:00:00
5606,553,2024-02-16 09:00:00,2024-02-16 11:00:00
5607,553,2024-02-08 07:00:00,2024-02-08 09:00:00
5608,553,2024-02-28 09:00:00,2024-02-28 11:00:00
5609,553,2024-01-19 09:00:00,2024-01-19 11:00:00
5610,553,2024-02-26 08:00:00,2024-02-26 10:00:00
5611,553,2024-02-25 06:00:00,2024-02-25 08:00:00
5612,554,2024-01-31 08:00:00,2024-01-31 09:00:00
5613,554,2024-02-06 09:00:00,2024-02-06 10:00:00
5614,554,2024-01-14 06:00:00,2024-01-14 07:00:00
5615,554,2024-02-20 06:00:00,2024-02-20 07:00:00
5616,554,2024-02-09 07:00:00,2024-02-09 08:00:00
5617,554,2024-02-13 06:00:00,2024-02-13 08:00:00
5618,554,2024-02-06 09:00:00,2024-02-06 11:00:00
5619,554,2024-01-26 08:00:00,2024-01-26 09:00:00
5620,555,2024-02-23 06:00:00,2024-02-23 08:00:00
5621,555,2024-02-16 07:00:00,2024-02-16 09:00:00
5622,555,2024-01-17 08:00:00,2024-01-17 09:00:00
5623,555,2024-01-19 07:00:00,2024-01-19 08:00:00
5624,555,2024-02-09 06:00:00,2024-02-09 07:00:00
5625,555,2024-02-01 07:00:00,2024-02-01 09:00:00
5626,555,2024-02-17 07:00:00,2024-02-17 09:00:00
5627,555,2024-01-15 06:00:00,2024-01-15 08:00:00
5628,555,2024-01-19 07:00:00,2024-01-19 08:00:00
5629,555,2024-01-15 08:00:00,2024-01-15 09:00:00
5630,555,2024-01-29 09:00:00,2024-01-29 11:00:00
5631,555,2024-01-21 07:00:00,2024-01-21 09:00:00
5632,555,2024-02-12 07:00:00,2024-02-12 08:00:00
5633,555,2024-02-07 08:00:00,2024-02-07 09:00:00
5634,556,2024-01-13 08:00:00,2024-01-13 10:00:00
5635,556,2024-01-07 07:00:00,2024-01-07 09:00:00
5636,556,2024-01-14 06:00:00,2024-01-14 07:00:00
5637,556,2024-02-01 09:00:00,2024-02-01 11:00:00
5638,556,2024-02-25 09:00:00,2024-02-25 11:00:00
5639,556,2024-02-21 06:00:00,2024-02-21 07:00:00
5640,556,2024-01-14 06:00:00,2024-01-14 07:00:00
5641,556,2024-02-03 07:00:00,2024-02-03 08:00:00
5642,556,2024-02-24 09:00:00,2024-02-24 11:00:00
5643,556,2024-01-30 06:00:00,2024-01-30 08:00:00
5644,556,2024-01-22 07:00:00,2024-01-22 08:00:00
5645,556,2024-02-18 09:00:00,2024-02-18 10:00:00
5646,556,2024-01-20 06:00:00,2024-01-20 07:00:00
5647,557,2024-02-04 08:00:00,2024-02-04 09:00:00
5648,557,2024-01-18 06:00:00,2024-01-18 07:00:00
5649,557,2024-02-22 06:00:00,2024-02-22 08:00:00
5650,557,2024-01-20 07:00:00,2024-01-20 08:00:00
5651,557,2024-02-04 08:00:00,2024-02-04 09:00:00
5652,557,2024-01-21 06:00:00,2024-01-21 07:00:00
5653,557,2024-01-17 07:00:00,2024-01-17 09:00:00
5654,558,2024-01-11 08:00:00,2024-01-11 09:00:00
5655,558,2024-01-30 06:00:00,2024-01-30 07:00:00
5656,558,2024-01-08 06:00:00,2024-01-08 07:00:00
5657,558,2024-02-04 06:00:00,2024-02-04 07:00:00
5658,558,2024-01-21 06:00:00,2024-01-21 07:00:00
5659,558,2024-02-23 06:00:00,2024-02-23 08:00:00
5660,558,2024-01-17 08:00:00,2024-01-17 09:00:00
5661,558,2024-02-02 09:00:00,2024-02-02 11:00:00
5662,558,2024-01-22 06:00:00,2024-01-22 07:00:00
5663,558,2024-01-18 08:00:00,2024-01-18 09:00:00
5664,558,2024-02-24 06:00:00,2024-02-24 08:00:00
5665,558,2024-01-23 07:00:00,2024-01-23 08:00:00
5666,559,2024-01-26 09:00:00,2024-01-26 11:00:00
5667,559,2024-02-10 07:00:00,2024-02-10 08:00:00
5668,559,2024-02-27 06:00:00,2024-02-27 08:00:00
5669,559,2024-01-03 09:00:00,2024-01-03 11:00:00
5670,559,2024-02-04 06:00:00,2024-02-04 07:00:00
5671,559,2024-02-06 08:00:00,2024-02-06 10:00:00
5672,559,2024-01-17 09:00:00,2024-01-17 10:00:00
5673,559,2024-02-21 07:00:00,2024-02-21 09:00:00
5674,559,2024-02-20 09:00:00,2024-02-20 10:00:00
5675,559,2024-01-30 07:00:00,2024-01-30 09:00:00
5676,559,2024-01-10 09:00:00,2024-01-10 10:00:00
5677,559,2024-01-10 09:00:00,2024-01-10 10:00:00
5678,559,2024-01-22 08:00:00,2024-01-22 10:00:00
5679,560,2024-01-05 09:00:00,2024-01-05 10:00:00
5680,560,2024-01-03 09:00:00,2024-01-03 10:00:00
5681,560,2024-02-03 06:00:00,2024-02-03 08:00:00
5682,560,2024-01-22 07:00:00,2024-01-22 08:00:00
5683,560,2024-02-25 06:00:00,2024-02-25 07:00:00
5684,560,2024-03-01 08:00:00,2024-03-01 10:00:00
5685,560,2024-01-27 08:00:00,2024-01-27 10:00:00
5686,560,2024-01-30 07:00:00,2024-01-30 08:00:00
5687,560,2024-01-31 06:00:00,2024-01-31 08:00:00
5688,560,2024-01-03 08:00:00,2024-01-03 09:00:00
5689,560,2024-01-26 09:00:00,2024-01-26 10:00:00
5690,560,2024-02-16 06:00:00,2024-02-16 07:00:00
5691,561,2024-01-17 08:00:00,2024-01-17 09:00:00
5692,561,2024-02-10 06:00:00,2024-02-10 08:00:00
5693,561,2024-01-25 07:00:00,2024-01-25 09:00:00
5694,561,2024-01-31 08:00:00,2024-01-31 10:00:00
5695,561,2024-02-15 06:00:00,2024-02-15 07:00:00
5696,561,2024-02-18 06:00:00,2024-02-18 08:00:00
5697,561,2024-01-16 06:00:00,2024-01-16 08:00:00
5698,561,2024-02-20 08:00:00,2024-02-20 10:00:00
5699,561,2024-01-19 08:00:00,2024-01-19 10:00:00
5700,561,2024-01-25 06:00:00,2024-01-25 07:00:00
5701,561,2024-01-18 09:00:00,2024-01-18 10:00:00
5702,561,2024-02-08 09:00:00,2024-02-08 10:00:00
5703,562,2024-02-21 07:00:00,2024-02-21 09:00:00
5704,562,2024-01-10 08:00:00,2024-01-10 09:00:00
5705,562,2024-02-02 08:00:00,2024-02-02 09:00:00
5706,562,2024-01-05 07:00:00,2024-01-05 08:00:00
5707,562,2024-01-27 06:00:00,2024-01-27 07:00:00
5708,562,2024-02-09 07:00:00,2024-02-09 09:00:00
5709,562,2024-01-03 08:00:00,2024-01-03 09:00:00
5710,562,2024-01-03 09:00:00,2024-01-03 10:00:00
5711,562,2024-01-11 07:00:00,2024-01-11 09:00:00
5712,562,2024-02-27 07:00:00,2024-02-27 09:00:00
5713,562,2024-01-23 07:00:00,2024-01-23 08:00:00
5714,562,2024-01-27 09:00:00,2024-01-27 11:00:00
5715,562,2024-02-20 07:00:00,2024-02-20 08:00:00
5716,562,2024-02-14 08:00:00,2024-02-14 10:00:00
5717,563,2024-02-07 07:00:00,2024-02-07 08:00:00
5718,563,2024-02-07 09:00:00,2024-02-07 11:00:00
5719,563,2024-02-24 06:00:00,2024-02-24 08:00:00
5720,563,2024-01-12 07:00:00,2024-01-12 09:00:00
5721,563,2024-02-12 08:00:00,2024-02-12 09:00:00
5722,563,2024-02-24 06:00:00,2024-02-24 07:00:00
5723,563,2024-01-15 06:00:00,2024-01-15 07:00:00
5724,563,2024-02-20 08:00:00,2024-02-20 09:00:00
5725,564,2024-02-28 06:00:00,2024-02-28 07:00:00
5726,564,2024-02-12 07:00:00,2024-02-12 08:00:00
5727,564,2024-01-03 07:00:00,2024-01-03 09:00:00
5728,564,2024-01-04 07:00:00,2024-01-04 09:00:00
5729,564,2024-01-08 09:00:00,2024-01-08 11:00:00
5730,564,2024-02-05 08:00:00,2024-02-05 09:00:00
5731,564,2024-01-17 06:00:00,2024-01-17 08:00:00
5732,564,2024-02-29 09:00:00,2024-02-29 10:00:00
5733,564,2024-02-02 07:00:00,2024-02-02 09:00:00
5734,564,2024-02-06 09:00:00,2024-02-06 11:00:00
5735,564,2024-03-01 06:00:00,2024-03-01 07:00:00
5736,564,2024-01-11 08:00:00,2024-01-11 10:00:00
5737,564,2024-01-07 09:00:00,2024-01-07 11:00:00
5738,564,2024-01-31 08:00:00,2024-01-31 10:00:00
5739,565,2024-01-19 09:00:00,2024-01-19 10:00:00
5740,565,2024-01-07 07:00:00,2024-01-07 09:00:00
5741,565,2024-02-16 06:00:00,2024-02-16 08:00:00
5742,565,2024-01-02 07:00:00,2024-01-02 09:00:00
5743,565,2024-02-19 09:00:00,2024-02-19 11:00:00
5744,565,2024-01-18 07:00:00,2024-01-18 09:00:00
5745,566,2024-01-09 06:00:00,2024-01-09 07:00:00
5746,566,2024-01-29 07:00:00,2024-01-29 08:00:00
5747,566,2024-01-28 09:00:00,2024-01-28 11:00:00
5748,566,2024-02-11 08:00:00,2024-02-11 09:00:00
5749,566,2024-01-28 06:00:00,2024-01-28 08:00:00
5750,566,2024-01-20 07:00:00,2024-01-20 09:00:00
5751,567,2024-02-28 07:00:00,2024-02-28 08:00:00
5752,567,2024-02-29 06:00:00,2024-02-29 08:00:00
5753,567,2024-02-08 08:00:00,2024-02-08 09:00:00
5754,567,2024-01-24 09:00:00,2024-01-24 11:00:00
5755,567,2024-02-01 06:00:00,2024-02-01 07:00:00
5756,567,2024-02-28 06:00:00,2024-02-28 07:00:00
5757,567,2024-02-25 09:00:00,2024-02-25 11:00:00
5758,567,2024-02-15 06:00:00,2024-02-15 08:00:00
5759,568,2024-02-19 06:00:00,2024-02-19 07:00:00
5760,568,2024-01-14 08:00:00,2024-01-14 10:00:00
5761,568,2024-01-29 07:00:00,2024-01-29 08:00:00
5762,568,2024-02-17 06:00:00,2024-02-17 08:00:00
5763,568,2024-01-02 06:00:00,2024-01-02 07:00:00
5764,568,2024-02-13 06:00:00,2024-02-13 08:00:00
5765,568,2024-02-27 06:00:00,2024-02-27 07:00:00
5766,568,2024-01-21 09:00:00,2024-01-21 10:00:00
5767,569,2024-01-29 09:00:00,2024-01-29 11:00:00
5768,569,2024-01-19 09:00:00,2024-01-19 10:00:00
5769,569,2024-01-17 06:00:00,2024-01-17 07:00:00
5770,569,2024-02-04 09:00:00,2024-02-04 11:00:00
5771,569,2024-01-14 08:00:00,2024-01-14 10:00:00
5772,569,2024-01-22 06:00:00,2024-01-22 08:00:00
5773,569,2024-03-01 08:00:00,2024-03-01 09:00:00
